inst_name,code,num_grants,state
Cuesta College,CA,2,California
"Culbertson, Edward McLouth",PA,1,Pennsylvania
"Culha, Cansu",CA,1,California
"Cunningham, William Streit",CA,1,California
Curie Co. Inc.,NC,1,North Carolina
"Curran, Joseph B",NV,1,Nevada
"Current Innovation, NFP",IL,1,Illinois
Curry College,MA,1,Massachusetts
"Curtis, Sanjana",IL,1,Illinois
Cuyahoga Community College,OH,2,Ohio
Cyber Innovation Center,LA,1,Louisiana
"Cyber Pack Ventures, Inc.",MD,2,Maryland
Cytocybernetics,NY,1,New York
D'Youville College,NY,2,New York
DARCY SOLUTIONS INC.,MN,2,Minnesota
DASION CORPORATION,VA,2,Virginia
DATA ELEVATE LLC,CA,1,California
"DATASHAPES, LLC",MI,1,Michigan
DAYZERO WATER LLC,OR,1,Oregon
DCAN BIOSCIENCES LLC,NY,1,New York
"DEBATER HUB, LLC",CA,1,California
DEEPBITS TECHNOLOGY LLC,CA,2,California
"DEEPCAST, LLC",TX,1,Texas
DEEPCONVO INC.,PA,2,Pennsylvania
"DEEPLUX TECHNOLOGY, INC",IN,1,Indiana
DEEPSEQAI LLC,CA,1,California
"DEEPSIM, INC.",CA,1,California
DEFENSE CONTRACT AUDIT AGENCY,VA,2,Virginia
DEFENSE LOGISTICS AGENCY,VA,1,Virginia
"DEFINED BIOSCIENCE, INC.",CA,1,California
DELAQUA PHARMACEUTICALS INC,NC,1,North Carolina
"DELAWARE MUSEUM OF NATURE AND SCIENCE, INC.",DE,1,Delaware
DENCODA LLC,IN,1,Indiana
"DENTUIT, INC.",MD,1,Maryland
DESERT VALLEY TECH INC.,AZ,1,Arizona
DESIGNER ECOSYSTEMS LLC,VA,1,Virginia
"DEXTROUS ROBOTICS, INC.",TN,2,Tennessee
DHICHIPS INC.,NY,1,New York
DIAMOND AGE TECHNOLOGY LLC,TX,2,Texas
DIANT PHARMA INC.,CT,1,Connecticut
"DIFFRACT TECHNOLOGY, INC.",MA,2,Massachusetts
DIGI-CLONE LTD,GA,1,Georgia
"DIGITAL BAZAAR, INC.",VA,1,Virginia
"DIGITAL COPILOT, INC.",NY,1,New York
DIGITOUCH HEALTH LLC,NY,1,New York
DINYA DNA LLC,CA,1,California
"DIRECT COMBUSTION TECHNOLOGIES, LLC",LA,1,Louisiana
DIRECT KINETIC SOLUTIONS LLC,TX,2,Texas
DIRECTED ANALYTICS INC.,LA,1,Louisiana
"DISCRETE LATTICE INDUSTRIES, LLC",CA,1,California
DISSECT 360 LLC,IL,1,Illinois
DISTRIBUTED SPECTRUM LLC,NY,1,New York
DIVERSE EMERGENT ENGINEERING PROSPECTIVE -DEEP- DESIGNS LLC,FL,1,Florida
DMAG USA LLC,IN,1,Indiana
"DNALITE THERAPEUTICS, INC.",CA,1,California
DOANE UNIVERSITY,NE,4,Nebraska
"DOCUGAMI, INC.",WA,2,Washington
DOMCAT TECHNOLOGIES LLC,NY,1,New York
"DPX TECHNOLOGIES, LLC",SC,1,South Carolina
DRAKEFORD SCOTT & ASSOCIATES,NC,1,North Carolina
"DRIVE THERAPEUTICS, L.L.C.",NC,2,North Carolina
"DRIVEABILITY VT, LLC",VT,1,Vermont
"DRIVENDATA, INC.",CO,1,Colorado
DTP THERMOELECTRICS LLC,CA,1,California
"DUET BIOSYSTEMS, INC",TN,1,Tennessee
DURAVAX INC,NC,1,North Carolina
"DYNAMAC MICROWAVE, INC.",IL,1,Illinois
"DYNAMIC ENTROPY TECHNOLOGY, LLC",WA,1,Washington
"DYNAMIC LOCOMOTION, INC.",NY,1,New York
"DYNOCARDIA, INC.",MA,2,Massachusetts
Daemen College,NY,1,New York
"Dahlin, Kyle Joseph-Marley",GA,1,Georgia
Dakota College at Bottineau,ND,1,North Dakota
Dakota County Technical College,MN,1,Minnesota
Dakota State University,SD,6,South Dakota
"Dalal, Rahul",CA,1,California
"Dale, Renee",MO,1,Missouri
Dallas College,TX,3,Texas
Dalton State College,GA,2,Georgia
"Daly, Kiara Andrea",NY,1,New York
Dana-Farber Cancer Institute,MA,4,Massachusetts
Dark Enterprises Inc,IN,1,Indiana
Dartmouth College,NH,202,New Hampshire
"Dasari, Mauna",IN,1,Indiana
Dascena,TX,1,Texas
Data & Society Research Institute,NJ,1,New Jersey
Davenport University,MI,2,Michigan
"Davenport, Elizabeth Sarah",MI,1,Michigan
David Lipscomb University,TN,2,Tennessee
"David, Kyle T",TN,1,Tennessee
Davidson College,NC,14,North Carolina
"Davidson, Phillip Luke",IN,1,Indiana
"Davis, Caroline",IN,1,Indiana
"Davis, Courtney Lynn",PA,1,Pennsylvania
"Davis, Dylan S",PA,1,Pennsylvania
"Davis, Jeremy S",IN,1,Indiana
"Davis, Julie",NY,1,New York
"Davison, Dinah R",AZ,1,Arizona
"Dawkins, Aleyah",MD,1,Maryland
"De Furio, Matthew",MI,1,Michigan
DeAngelis               Ross           S,IL,1,Illinois
"DeMattee, Anthony James",IN,1,Indiana
DePaul University,IL,33,Illinois
DePauw University,IN,2,Indiana
"DeRaad, Devon A",KS,1,Kansas
"DeSimone, Joely",MD,1,Maryland
"DeTar, Rachael Ann",CO,1,Colorado
"DeVore, Cherie",NM,1,New Mexico
"DeWitt, Jonathan",IL,1,Illinois
Decision Science Research Institute,OR,5,Oregon
"Deem, Kevin D",NY,1,New York
"Defant, Colin",FL,1,Florida
Defense Counterintelligence and Security Agency,VA,3,Virginia
Defense Information Systems Agency,MD,1,Maryland
Defense Information Systems Agency,VA,1,Virginia
"Degregori, Samuel",CA,1,California
Del Mar College,TX,2,Texas
"Delaney, Colleen",CA,1,California
Delaware State University,DE,28,Delaware
Delaware Technical & Community College Stanton-Newark Campus,DE,1,Delaware
Delaware Valley University,PA,1,Pennsylvania
Delgado Community College,LA,1,Louisiana
"Delorean, Emily E",KS,1,Kansas
Denison University,OH,9,Ohio
Denver Botanic Gardens,CO,1,Colorado
Denver Health and Hospital Authority,CO,1,Colorado
Denver Museum of Nature and Science,CO,6,Colorado
Department of Army Cold Regions Research & Engineering Lab,MS,2,Mississippi
Department of Commerce,VA,1,Virginia
Department of Defense,CA,2,California
Department of Energy Albuquerque Operations Office,NM,3,New Mexico
Department of Energy Oak Ridge Operations Office,TN,7,Tennessee
"Department of Energy, Office of Scientific and Technical Informa",TN,1,Tennessee
Department of the Navy Naval Sea Systems Command,VA,1,Virginia
Des Moines Area Community College,IA,3,Iowa
Des Moines University,IA,1,Iowa
"DesJardins, Nicole S",AZ,1,Arizona
Desert Botanical Garden,AZ,2,Arizona
"Devadas, Sheela",CA,1,California
"Devalapurkar, Sanath",MA,1,Massachusetts
"Dhillon, Gurbir S",CT,1,Connecticut
"Diaz, Renata Montserrat",FL,1,Florida
"Dichiera, Angelina M",TX,1,Texas
Dickinson College,PA,6,Pennsylvania
"Dietrich, Matthew",IN,1,Indiana
Digital Harbor Foundation,MD,4,Maryland
Digital World Biology,WA,1,Washington
Dillard University,LA,5,Louisiana
Dimien Inc.,NY,2,New York
"Dimos, Bradford",TX,1,Texas
Dine College,AZ,4,Arizona
"Diner, Rachel E",CA,1,California
"Ding, David",CA,1,California
"Dinh, Jason P",NC,1,North Carolina
"Dinkins, Hunter G",NC,1,North Carolina
"Director, Hannah Marie",WA,1,Washington
"Dirks, Bradley",MI,1,Michigan
"Dobbin, Kristin B",CA,1,California
Documentary Educational Resources,MA,1,Massachusetts
"Doeffinger, Tess",WV,1,West Virginia
"Domat, George",TX,1,Texas
Dominican University,IL,3,Illinois
Dominican University New York,NY,2,New York
Dona Ana Branch Community College,NM,4,New Mexico
Donald Danforth Plant Science Center,MO,41,Missouri
"Donald, Marion",MD,1,Maryland
"Dong, Tian Y",TX,1,Texas
"Donohue, Mariah E",KY,1,Kentucky
"Doolin, Margaret Louise",UT,1,Utah
"Dordt University, Incorporated",IA,3,Iowa
"Dorfman, Hayley M",MA,1,Massachusetts
"Dottin, James Wosley",MD,1,Maryland
"Dougherty, Paul",WY,1,Wyoming
"Dowdell, Katherine",TX,1,Texas
Drake University,IA,10,Iowa
"Drake, Marjorie K",TX,1,Texas
"Drake, Shiloh",PA,1,Pennsylvania
"Drakopulos, Lauren",WA,1,Washington
Drew University,NJ,2,New Jersey
Drexel University,PA,145,Pennsylvania
"Driver, Robert",NC,1,North Carolina
"Drone Amplified, Inc.",NE,1,Nebraska
Drought Diet Products,CA,1,California
"Drown, Melissa",FL,1,Florida
"Duchicela, Sisimac A",TX,1,Texas
"Duell, Natasha",NC,1,North Carolina
"Duff, Timothy",GA,1,Georgia
Duke University,NC,404,North Carolina
"Dunlap, Alexander Joseph",CA,1,California
"Dunn, Tamsen Jane",CA,1,California
"Dunne, Kieran Bernard Jiamin",PA,1,Pennsylvania
Duquesne University,PA,13,Pennsylvania
Durham Technical Community College,NC,1,North Carolina
"Durkee, Lily F",CO,1,Colorado
"E-2 UNLIMITED TECHNOLOGIES, LLC",MD,1,Maryland
E-ROOTREE LLC,TX,1,Texas
"E-THERA, INC.",TX,1,Texas
"E4THEFUTURE, INC.",MA,1,Massachusetts
EARLY ALZHEIMER'S DIAGNOSTICS LLC,NY,1,New York
"EARNEST AGRICULTURE, INC.",IL,1,Illinois
EARTH IMAGES FOUNDATION,CA,3,California
EARTHEN CARBON LLC,OR,1,Oregon
EARTHEN INC.,AZ,1,Arizona
EARTHSHOT Labs PBC,CA,3,California
"EASCRA BIOTECH, INC.",RI,1,Rhode Island
EAST BAY EDUCATIONAL COLLABORATIVE,RI,1,Rhode Island
EAST TEXAS A&M UNIVERSITY,TX,14,Texas
"EASTIE FARM, INC.",MA,2,Massachusetts
ECATE LLC,CA,2,California
ECHO MIND AI CORP.,CO,2,Colorado
ECHOICS,NY,1,New York
ECHOWEAR LLC,RI,1,Rhode Island
"ECLIPSE ENTEROGENESIS, INC.",CA,2,California
"ECO-SHELTER, INC.",WA,1,Washington
ECOCLOSURE LLC,NC,2,North Carolina
ECOSYSTEMONE LLC,CA,1,California
"ECOTUNE, INC.",CA,2,California
EDEN CONCEPTS LLC,TN,1,Tennessee
"EDEN GEOPOWER, INC.",MA,1,Massachusetts
EDGETENSOR TECHNOLOGIES INC.,TX,1,Texas
"EDNA BIOTECH, INC",CA,1,California
EDNA INC.,MA,1,Massachusetts
EDUCATE MAINE,ME,1,Maine
"EDUMD, LLC",MD,1,Maryland
EDVISION CORP.,FL,1,Florida
"EINO, INC.",NY,1,New York
"ELATEQ, INC.",MA,2,Massachusetts
"ELECTRASTEEL, INC.",CO,1,Colorado
"ELECTROFLOW TECHNOLOGIES, INC.",CA,1,California
"ELEKTRODA, LLC",PA,1,Pennsylvania
"ELEKTRUM TECHNOLOGIES, INC.",TX,1,Texas
ELIF ENVIRONMENTAL LLC,WI,1,Wisconsin
ELITE NEURO INC,CA,1,California
"ELLISON INSTITUTE, LLC",CA,1,California
"EMANATE WIRELESS, INC.",MD,1,Maryland
"EMERALD TUTU INC, THE",MA,2,Massachusetts
EMERGING FUTURES LLC,OR,1,Oregon
EMODE PHOTONIX LLC,CO,1,Colorado
"EMPALLO, INC.",MA,1,Massachusetts
"EMPIRI, INC.",TX,1,Texas
"EMPO HEALTH, INC.",CA,2,California
EMPRISE CONCEPTS LLC,CO,1,Colorado
"EMTRUTH, INC.",CA,2,California
"EMVOLON, INC.",MA,1,Massachusetts
ENABLE LIFE SCIENCES LLC,CT,1,Connecticut
ENABLE THERAPEUTICS LLC,MA,1,Massachusetts
ENCAPSULATE LLC,CT,2,Connecticut
ENCHROMA INC.,CA,1,California
ENCOORD INC,CO,1,Colorado
ENCORE CO2 LLC,LA,1,Louisiana
"ENDEAVOR COMPOSITES, INC.",TN,2,Tennessee
ENDEAVOS INNOVATIONS INC,NY,1,New York
ENDURA THERAPEUTICS INC,CA,1,California
"ENDURACURE, LLC",UT,1,Utah
"ENERGAO, INC.",IL,1,Illinois
"ENERGYXCHAIN, LLC",NC,1,North Carolina
"ENGENIOUSAG, LLC",IA,1,Iowa
"ENGINEERING FOR US ALL, INC.",MD,1,Maryland
ENGINEERING TECHNOLOGIES LLC,FL,1,Florida
ENKOAT LLC,AZ,1,Arizona
ENVIRONMENTAL PROTECTIVE COATINGS LLC,MI,2,Michigan
"ENVISION ENDOSCOPY, INC.",MA,2,Massachusetts
ENVISION HEALTH TECHNOLOGIES INC,PA,1,Pennsylvania
ENVIVO BIO INC,CA,2,California
ENVONICS LLC,FL,1,Florida
"EPIDAURUS HEALTH, INC.",VA,1,Virginia
"EPIImaging, LLC",CA,2,California
"EPIRUS, INC.",CA,1,California
EPIXEGO INC.,CA,2,California
"ERADIVIR, INC.",IN,1,Indiana
ERISYON INC,NY,1,New York
ERLI.AI INC.,MA,1,Massachusetts
ERROR CORP.,MD,1,Maryland
ESM GLOBAL PRODUCTIONS LLC,ME,2,Maine
"ESTAT ACTUATION, INC.",PA,2,Pennsylvania
"ESTE(TM) LEVERAGE, INC.",CA,1,California
"ETALYC, Inc.",IA,1,Iowa
"ETHAR, INC.",AL,1,Alabama
"ETHOS MEDICAL, INC.",GA,2,Georgia
ETR Associates,CA,1,California
"EUGIT THERAPEUTICS, INC.",CA,1,California
"EVOLOH, INC.",CA,2,California
"EVOLUTION DEVICES, INC.",CA,2,California
"EVOLVE GENOMIX, INC.",CA,1,California
EVOSEER LLC,WY,1,Wyoming
"EXCIPLEX, INC.",MI,1,Michigan
"EXIGENT SOLUTIONS, INC.",TX,2,Texas
"EXLATTICE, INC.",NC,1,North Carolina
EXOPOWER INC.,CO,1,Colorado
"EXOTANIUM, INC.",NY,1,New York
"EYEDEA MEDICAL, INC",MD,2,Maryland
"EYSZ, INC.",CA,2,California
EZRABIO INC.,NY,1,New York
"Earl, Alexis D",NY,1,New York
Earlham College,IN,2,Indiana
"Earth Mapping International, Inc.",GA,1,Georgia
"EarthSense, Inc.",IL,2,Illinois
Earthquake Engineering Research Institute,CA,2,California
East Carolina University,NC,57,North Carolina
East Central University,OK,2,Oklahoma
East Los Angeles College,CA,2,California
East Stroudsburg University of Pennsylvania,PA,1,Pennsylvania
East Tennessee State University,TN,6,Tennessee
Eastern Connecticut State University,CT,2,Connecticut
Eastern Florida State College,FL,1,Florida
Eastern Illinois University,IL,2,Illinois
Eastern Iowa Community College,IA,3,Iowa
Eastern Kentucky University,KY,7,Kentucky
Eastern Mennonite University,VA,2,Virginia
Eastern Michigan University,MI,14,Michigan
Eastern New Mexico University Main Campus,NM,3,New Mexico
Eastern Washington University,WA,8,Washington
"Ebel, Emily R",CA,1,California
Eckerd College,FL,3,Florida
Ecohealth Alliance inc.,NY,1,New York
"Ecolectro, Inc",NY,1,New York
"Edgar, Allison",FL,1,Florida
Edgecombe Community College,NC,1,North Carolina
Edmonds Community College,WA,2,Washington
"Edmonds, Ranthony A C",OH,1,Ohio
Ednovo,CA,1,California
Education Connection,CT,6,Connecticut
Education Development Center,MA,20,Massachusetts
Education NorthWest,OR,1,Oregon
Educational Testing Service,NJ,8,New Jersey
Eduworks Corporation,WA,2,Washington
Edward Waters College,FL,2,Florida
"Edwards, Graham Harper",CA,1,California
"Edwards, Joseph",TN,1,Tennessee
"Edwards, Julie",AZ,1,Arizona
"Ehichioya, David Ehireme",TX,1,Texas
"Eife, Erin",IL,1,Illinois
EigenPatterns Inc.,CA,1,California
"Eisen, Katherine Elizabeth",NY,1,New York
El Camino College,CA,1,California
El Paso County Community College,TX,1,Texas
Elaine P. Nunez Community College,LA,1,Louisiana
Eldridge                Sherri         A,MA,1,Massachusetts
Electrical and Computer Engineering Department Heads Association,IL,4,Illinois
Electro Magnetic Applications Inc Denver,CO,1,Colorado
Electronic Bio Sciences,CA,1,California
Elizabeth City State University,NC,9,North Carolina
Elizabethtown College,PA,5,Pennsylvania
"Elliott Smith, Rosemary",IL,1,Illinois
"Ellison, Erika",MN,1,Minnesota
Elmhurst University,IL,4,Illinois
Elon University,NC,6,North Carolina
"Elsevier, Inc.",MO,1,Missouri
Emagine Solutions Technology,AZ,2,Arizona
Embry-Riddle Aeronautical University,FL,73,Florida
Emerson College,MA,2,Massachusetts
Emmanuel College,MA,4,Massachusetts
Emory                   Melissa        L,MO,1,Missouri
Emory University,GA,182,Georgia
"Endangered Language Fund, Inc.",CT,4,Connecticut
Endicott College,MA,1,Massachusetts
Engineering Biology Research Consortium,CA,1,California
"Engineering Conferences International, Inc.",NY,2,New York
"Ennis, Katherine",CA,1,California
Entomological Society of America,MD,1,Maryland
Environmental Defense Fund,NY,1,New York
Eonix LLC,TN,1,Tennessee
"Epstein, Gabe S",WA,1,Washington
Erie Community College,NY,2,New York
Ernest Pharmaceuticals,MA,1,Massachusetts
"Esbach, Michael",CO,1,Colorado
"Eshun-Wilson, Lisa",CA,1,California
"Espinosa, Matthew Ryan",CA,1,California
"Eur, Christopher",CA,1,California
Eureka Scientific Inc,CA,2,California
EvREsearch LTD,CA,1,California
Everett Community College,WA,2,Washington
Evergreen State College,WA,3,Washington
Evergreen Valley College,CA,2,California
"Everix, Inc.",FL,1,Florida
Exploratorium,CA,5,California
"Explore Interactive, Inc.",IN,1,Indiana
Eye-Predict,CA,1,California
Eyes in Synch LLC,CA,1,California
FA7001 USAFA OFC OF RSRCH USAFA DF,CO,1,Colorado
"FAKHRO, LOUAY K",CA,2,California
FALCON FUEL CELLS INC.,NY,1,New York
FARMSENSE INC.,CA,5,California
FAS HOLDINGS GROUP,TX,1,Texas
"FC RENEW, LLC",TN,2,Tennessee
FEATHER RIVER COMMUNITY COLLEGE DISTRICT,CA,1,California
FEDERAL AVIATION ADMINISTRATION,OK,1,Oklahoma
FEDERAL LAW ENFORCEMENT TRAINING CENTER,GA,3,Georgia
FEEL WITH ME LLC,FL,1,Florida
"FELIX BIOTECHNOLOGY, INC.",CA,1,California
FEMTOFLUIDICS INCORPORATED,MN,1,Minnesota
"FEMTOMAG, INC.",TX,1,Texas
"FEMTOSENSELABS, LLC",IN,1,Indiana
"FENIX SPACE, INC.",CA,1,California
"FERMI ENERGY, INC.",VA,1,Virginia
"FIBARCODE, LLC",TN,1,Tennessee
FIBROSIX INC.,MI,1,Michigan
FIELD PROPULSION TECHNONOGIES INC.,CO,2,Colorado
"FIGURE 8, INC.",CA,1,California
"FILTRAVATE, INC.",AR,1,Arkansas
"FINIKS FORGE, INC.",NY,1,New York
FIRELINE SCIENCE LLC,AZ,2,Arizona
FIRST WATER TECHNOLOGY CO.,CA,1,California
FIRSTTHEN INC,TX,1,Texas
FITOTO TECHNOLOGIES INC.,CA,1,California
"FLAWLESS PHOTONICS, INC.",CA,1,California
"FLEX ORTHOPAEDICS, INC.",CA,1,California
"FLO MATERIALS, INC.",CA,1,California
FLOBIO LLC,PA,1,Pennsylvania
"FLORICA THERAPEUTICS, INC.",CA,1,California
"FLORIDA ASSOCIATION FOR NANOBIOTECHNOLOGY, INC",FL,2,Florida
"FLORIDAMAKES, INC.",FL,2,Florida
"FLOW RAIDER, LLC",MD,1,Maryland
FLUENT METAL INC.,MA,1,Massachusetts
FLUID REALITY INCORPORATED,IL,1,Illinois
"FLUIDFORM, INC.",MA,1,Massachusetts
FLUIDION US Inc.,CA,1,California
FLUX MARINE LTD,RI,1,Rhode Island
"FLUXMAGIC, INC.",OR,1,Oregon
"FLUXWORKS, INC.",TX,2,Texas
FOLDE INC,CA,1,California
FOLI BIO INC.,NY,1,New York
"FOLI RESEARCH, LLC",CA,2,California
FOLIA Materials Inc.,MA,1,Massachusetts
FOOGLY CORP,NJ,1,New Jersey
"FORAGR MEDICINES, INC",NC,1,North Carolina
FORCAST ORTHOPEDICS INC,CO,1,Colorado
FORCHUN LLC,CA,1,California
FORESIGHTCARES INC.,NC,2,North Carolina
FORM FINDING STUDIO LLC,PA,1,Pennsylvania
"FORSEE, LLC",AL,1,Alabama
FOURIER LLC,MA,1,Massachusetts
"FOURTH POWER, INC.",MA,2,Massachusetts
FRANKLIN PIERCE UNIVERSITY,NH,1,New Hampshire
FRED HUTCHINSON CANCER CENTER,WA,3,Washington
"FREE TO FEED, INC.",DE,1,Delaware
FREESCALE LLC,NC,2,North Carolina
FRESHKUBE INC.,AZ,1,Arizona
"FREYYA, INC.",UT,1,Utah
FRIA INC.,NJ,1,New Jersey
FRINGE METROLOGY LLC,AZ,1,Arizona
FRONTIER BIO CORP,CA,1,California
FRONTLINE BIOTECHNOLOGIES INC.,MN,2,Minnesota
"FROSTDEFENSE ENVIROTECH, INC.",IL,2,Illinois
FRUGI BIOTECHNOLOGY INC.,IA,1,Iowa
"FULL CIRCLE MICROBES, INC.",VT,1,Vermont
"FUM TECHNOLOGIES, INC",MA,1,Massachusetts
"FUNCTION THERAPEUTICS, INC.",WI,1,Wisconsin
FUTURE EARTH,CO,8,Colorado
"FUTURE SEMICONDUCTOR BUSINESS, INC.",VA,1,Virginia
FUTURESTHRIVE LTD,CT,1,Connecticut
"FUZEHUB, INC.",NY,1,New York
FYBRAWORKS FOODS INC.,MN,1,Minnesota
"FYR DIAGNOSTICS, INC.",MT,1,Montana
Fair                    Heather,OH,1,Ohio
"Fairbanks, Dawson E",AZ,1,Arizona
Fairfield University,CT,8,Connecticut
Fairleigh Dickinson University,NJ,4,New Jersey
Fairmont State University,WV,2,West Virginia
"Falk, Jay J",WA,1,Washington
Family Health International,NC,2,North Carolina
"Fang, Allen Juntao",NJ,1,New Jersey
"Fanter, Cornelia E",NV,1,Nevada
Farallon Institute for Advanced Ecosystem Research,CA,2,California
"Farleigh, Keaka",OH,1,Ohio
"Farrant, Damien Nākoa",CA,1,California
"Farrar, Victoria S",CA,1,California
"Farther Farms, Inc.",NY,1,New York
Fashion Institute of Technology,NY,1,New York
"Fathhome, Inc.",CA,1,California
"Favela, Alonso",IL,1,Illinois
Fayetteville State University,NC,17,North Carolina
"Feder, Jacob Alexander",NY,1,New York
Federation of Amer Societies For Exper Biology,MD,12,Maryland
"Felician University, A New Jersey Nonprofit Corporation",NJ,2,New Jersey
"Fenley, Andreia",NY,1,New York
"Fernandez, Nicolas",MI,1,Michigan
"Ferric Contrast, Inc.",NY,1,New York
Ferris State University (Inc.),MI,7,Michigan
"Fetrow, Anne C",CO,1,Colorado
"Fetters, Andrea Marie",PA,1,Pennsylvania
"Fettrow, Sean",PA,1,Pennsylvania
Field Museum of Natural History,IL,13,Illinois
"Field, Elizabeth Catherine",IL,1,Illinois
Fielding Graduate University,CA,2,California
"Figueroa, Alejandro",MO,1,Missouri
"Figueroa, Laura Lucia",NY,1,New York
"Figueroa-Cuilan, Wanda Melissa",MD,1,Maryland
"Filmmakers Collaborative, Inc.",MA,1,Massachusetts
"Filwett, Rachael",IA,1,Iowa
"Fine, Julia Coombs",CA,1,California
Finger Lakes Community College,NY,1,New York
"Finocchiaro, Jessica J",CO,1,Colorado
"Fiocca, Katherine",PA,1,Pennsylvania
"Firneno, Thomas J",TX,1,Texas
Fish and Wildlife Research Institute,FL,1,Florida
"Fisher, Kaleigh",CA,1,California
Fisk University,TN,12,Tennessee
"Fitch, Amelia A",VT,1,Vermont
"Fitch, Erin Piper",HI,1,Hawaii
"Fitch, Gordon",MI,1,Michigan
Fitchburg State University,MA,3,Massachusetts
Flathead Valley Community College,MT,1,Montana
"Fleskes, Raquel E.",PA,1,Pennsylvania
"Fleurantin, Emmanuel T",FL,1,Florida
"Flor, Fernando Antonio",TX,1,Texas
FloraPulse Co,CA,1,California
Florence-Darlington Technical College,SC,1,South Carolina
"Flores, Kenneth Ray",TX,1,Texas
Florida Agricultural and Mechanical University,FL,74,Florida
Florida Atlantic University,FL,87,Florida
Florida Gulf Coast University,FL,13,Florida
"Florida Institute for Human and Machine Cognition, Inc.",FL,3,Florida
Florida Institute of Technology,FL,37,Florida
Florida International University,FL,260,Florida
Florida Memorial University,FL,4,Florida
Florida Polytechnic University,FL,6,Florida
Florida Southern College,FL,2,Florida
Florida State College at Jacksonville,FL,8,Florida
Florida State University,FL,261,Florida
Flotherm Inc,CA,1,California
"Floyd, Samantha B",CT,1,Connecticut
"Flynn, Peter J",IL,1,Illinois
Fond du Lac Tribal and Community College,MN,1,Minnesota
"Fontaine, Samantha S",PA,1,Pennsylvania
Foothill-De Anza Community College District,CA,1,California
"Forbes, Elizabeth S",CA,1,California
"Ford, Kassandra",LA,1,Louisiana
Fordham University,NY,24,New York
"Forer, Joshua",FL,1,Florida
Foresight Science & Technology Incorporated,MA,1,Massachusetts
"Forest Devices, Inc",PA,1,Pennsylvania
Forsyth Technical Community College,NC,2,North Carolina
Fort Hays State University,KS,5,Kansas
Fort Lewis College,CO,6,Colorado
Fort Peck Community College,MT,1,Montana
Fort Valley State University,GA,6,Georgia
"Fortiphyte, Inc.",CA,1,California
"Forward Edge AI, Inc.",TX,2,Texas
"Foundation for Applied Molecular Evolution, Inc.",FL,4,Florida
Foundation for California Community Colleges,CA,2,California
"Fowler, Joshua Clark",TX,1,Texas
"Fox, Maria",OR,1,Oregon
"Fraik, Alexandra Kaye",WA,1,Washington
Framingham State University,MA,1,Massachusetts
Francis Marion University,SC,3,South Carolina
"Francis, Jacob S",CA,1,California
"Francoeur, Charlotte Barnet",WI,1,Wisconsin
Franklin County Historical Society,OH,1,Ohio
Franklin W. Olin College of Engineering,MA,11,Massachusetts
Franklin and Marshall College,PA,17,Pennsylvania
"Franklin, Emily Barnes",CA,1,California
"Frans, Veronica Felicia",MI,1,Michigan
"Fraser, Adrian E",WI,1,Wisconsin
Fraunhofer USA Center for Coatings and Diamond Technologies,MI,1,Michigan
"Frayer, Megan E",WI,1,Wisconsin
"Frechette, Claire E",MN,1,Minnesota
Fred Hutchinson Cancer Research Center,WA,1,Washington
Frederick Community College,MD,1,Maryland
"Frederiksen, Anne Therese",CA,1,California
Freedman                Micah          G,CA,1,California
Fresno City College,CA,2,California
"Freundlich, Grace",KY,1,Kentucky
"Fridovich-Keil, Sara",CA,1,California
"Friedman, Daniel A",CA,1,California
Friends of the North Carolina State Museum of Natural Sciences,NC,3,North Carolina
"Frisch, Joshua Robert",CA,1,California
"Froehlich, Catheline Yasmin-Magali",AL,1,Alabama
Front Range Community College,CO,4,Colorado
Frostburg State University,MD,1,Maryland
"Frostig, Danielle",MA,1,Massachusetts
FruitVaccine Incorporation,IL,1,Illinois
"Fu, Beverly",CA,1,California
"Fu, Wanying",CA,1,California
"Fudyma, Jane D",CA,1,California
"Fugiel, Peter J",IL,1,Illinois
Fullerton College,CA,2,California
Fund For the City of New York,NY,1,New York
"Funk, Erik R",CO,1,Colorado
Funxion Wear,TX,1,Texas
Furman University,SC,18,South Carolina
"Fuster Aguilera, Rosa Maria",CO,1,Colorado
"G-SPACE, INC",CA,1,California
"GAIA AI, INC",MA,2,Massachusetts
"GALAXY THERAPEUTICS, LLC",CA,1,California
GALLOX SEMICONDUCTORS INC.,NY,1,New York
GALVANIX INC.,OH,1,Ohio
GASKIYA DIAGNOSTICS LLC,MD,1,Maryland
"GATE SCIENTIFIC, INC.",CA,1,California
GAVILAN JOINT COMMUNITY COLLEGE DISTRICT,CA,1,California
GELASTOMERICS LLC,CO,1,Colorado
GEMINATIO,NY,1,New York
GEMINATIO INC.,NY,1,New York
GENALPHA NUCLEAR TECHNOLOGIES LLC,MI,1,Michigan
GENASSIST INC,MO,1,Missouri
GENCORES LLC,MA,2,Massachusetts
GENERATE LLC,MA,1,Massachusetts
GENEXGEN INC,CA,1,California
"GENIPHYS, LLC",IN,1,Indiana
"GEOFINANCIAL ANALYTICS, INC.",CA,1,California
GEOLABE LLC,NM,1,New Mexico
"GEOLOGICAL SURVEY, UNITED STATES DEPT OF",VA,2,Virginia
"GEOMAT, LLC",SC,1,South Carolina
GEOMETRIC DATA ANALYTICS,NC,1,North Carolina
"GEORGIA BIOSCIENCES ORGANIZATION, INC.",GA,1,Georgia
GFORCE ANIMATION INC,TX,1,Texas
